ItemID,album,artist,title,mp3url,description,imageurl,category_id
681,\N,Amy Macdonald,Dont Tell Me That Its Over,Music/MusicLoad/Amy_Macdonald--Don_t_Tell_Me_That_It_s_Over.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/46/c/d/vwdxj_3v3yhf6lvvboj5bcnuddud5fny/don-t-tell-me-that-it-s-over-amy-macdonald.jpg,8
682,\N,Unheilig,Geboren um zu leben,Music/MusicLoad/Unheilig--Geboren_um_zu_leben.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/88/c/6/vbxyn_mjy4ypcdfpobpczyoyimweszzm/geboren-um-zu-leben-unheilig.jpg,8
683,\N,Aura Dione,I Will Love You Monday (365),Music/MusicLoad/Aura_Dione--I_Will_Love_You_Monday__365_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/76/cover/09/45/0000000000094539/UMG_cvrart_00602527263243_01_RGB300_1200x1084_2633073_e02c3812250ee3c4714324849306db0c/i-will-love-you-monday-365-aura-dione.jpg,8
684,\N,Stanfour,Wishing You Well - Radio Version,Music/MusicLoad/Stanfour--Wishing_You_Well_-_Radio_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/75/cover/09/30/00000000000930f5/UMG_cvrart_00602527250021_01_RGB300_1200x1113_2624131_6ed6896f798c49d921721f14ccd03bc4/wishing-you-well-stanfour.jpg,8
685,\N,OneRepublic,All The Right Moves,Music/MusicLoad/OneRepublic--All_The_Right_Moves.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/78/cover/09/84/0000000000098495/UMG_cvrart_00602527222110_01_RGB300_1200x1200_2630687_1c7245427a6bbcf71ac96a855d2d7c50/waking-up-onerepublic.jpg,8
686,\N,Culcha Candela,Monsta,Music/MusicLoad/Culcha_Candela--Monsta.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/73/cover/09/09/0000000000090982/UMG_cvrart_00602527244853_01_RGB300_1200x1048_2485349_d6ab8e65d4e8705b25025b9ca22addbc/monsta-culcha-candela.jpg,8
687,\N,Timbaland,If We Ever Meet Again (Featuring Katy Perry),Music/MusicLoad/Timbaland--If_We_Ever_Meet_Again__Featuring_Katy_Perry_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/81/c/e/t34dw_4qzgmfkuksf5t25l5ql4iiy2c4/shock-value-ii-timbaland.jpg,8
688,\N,Black Eyed Peas,I Gotta Feeling - Album Version,Music/MusicLoad/Black_Eyed_Peas--I_Gotta_Feeling_-_Album_Version.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/73/cover/08/43/000000000008431c/UMG_cvrart_00602527108384_01_RGB300_1200x1200_2114377_ff6f97c821d1e3d73e4a24406c097911/the-e-n-d-the-energy-never-dies-black-eyed-peas.jpg,8
689,\N,Gossip,Heavy Cross - Album Version,Music/MusicLoad/Gossip--Heavy_Cross_-_Album_Version.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/63/cover/08/44/000000000008440b/00000000000021031572-300x300_72dpi_RGB_417d07074ff8b7fae73b069c95834e31/heavy-cross-gossip.jpg,8
690,\N,Rihanna,Rude Boy - Album Version,Music/MusicLoad/Rihanna--Rude_Boy_-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/5/c/3/vpzrb_h6swn2dki7pwbg5ho6twgu33pm/rude-boy-rihanna.jpg,8
692,\N,Rihanna,Rude Boy - Explicit Version,Music/MusicLoad/Rihanna--Rude_Boy_-_Explicit_Version.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/78/cover/09/86/00000000000986b9/UMG_cvrart_00602527283715_01_RGB300_1200x1200_2647650_6f6aba9bf45d0947250fe760287c4322/rated-r-rihanna.jpg,8
693,\N,Revolverheld,Spinner,Music/MusicLoad/Revolverheld--Spinner.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/35/c/8/vu2l7_rouyme2t2fcrcjx7dy5ke2ffla/spinner-revolverheld.jpg,8
694,\N,David Guetta - Kid Cudi,Memories (Featuring Kid Cudi),Music/MusicLoad/David_Guetta_-_Kid_Cudi--Memories__Featuring_Kid_Cudi_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/33/c/c/vvnz3_y4xunxshxgjp6hw6pljsbdmtke/memories-david-guetta.jpg,8
695,\N,Jason Derulo,Whatcha Say - Main Version,Music/MusicLoad/Jason_Derulo--Whatcha_Say_-_Main_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/76/cover/09/1e/0000000000091e31/054391988607_2a026c1b057af214f049c3ddf4a335c8/whatcha-say-jason-derulo.jpg,8
696,\N,Black Eyed Peas,Meet Me Halfway - Album Version,Music/MusicLoad/Black_Eyed_Peas--Meet_Me_Halfway_-_Album_Version.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/76/cover/09/3d/0000000000093d85/UMG_cvrart_00602527261683_01_RGB300_1200x1200_2114377_ff6f97c821d1e3d73e4a24406c097911/the-e-n-d-the-energy-never-dies-black-eyed-peas.jpg,8
697,\N,Alexandra Burke Feat. Flo Rida,Bad Boys,Music/MusicLoad/Alexandra_Burke_Feat__Flo_Rida--Bad_Boys.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/86/c/a/ut6zn_vkwa3lbatkego3yuikvoi2t22q/bad-boys-alexandra-burke.jpg,8
698,\N,Ich + Ich,Einer von Zweien,Music/MusicLoad/Ich___Ich--Einer_von_Zweien.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/73/cover/09/20/0000000000092092/UMG_cvrart_00602527232829_01_RGB300_1200x1200_2589148_fe0bea074d16549803140f9533b763d6/gute-reise-ich-ich.jpg,8
700,\N,Muse,Undisclosed Desires - Album Version,Music/MusicLoad/Muse--Undisclosed_Desires_-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/78/cover/08/b8/000000000008b8a0/825646864836_79845461299661387ade37f8e34d643c/the-resistance-muse.jpg,8
701,\N,Culcha Candela,Eiskalt,Music/MusicLoad/Culcha_Candela--Eiskalt.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/68/cover/08/91/00000000000891fe/UMG_cvrart_00602527137810_01_RGB300_1200x1200_2244972_25f8051b54d52c31c3aac34b6fc3f6a3/schoene-neue-welt-culcha-candela.jpg,8
702,\N,Melanie Fiona,Monday Morning - Album Version,Music/MusicLoad/Melanie_Fiona--Monday_Morning_-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/88/c/2/vb3rm_e42vjdxtykcacwg3vc76fculpy/we-love-winter-various-artists.jpg,8
679,\N,Iyaz,Replay (Album Version),Music/MusicLoad/Iyaz--Replay__Album_Version__-_Album_Version.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/76/cover/08/b1/000000000008b18e/054391987464_c0131be54a3a16c7a81d277449554f93/replay-album-version-iyaz.jpg,8
699,\N,Timbaland,Morning After Dark (Featuring Nelly Furtado),Music/MusicLoad/Timbaland--Morning_After_Dark__Featuring_Nelly_Furtado__amp__hellip_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/76/cover/09/3d/0000000000093d34/UMG_cvrart_00602527273778_01_RGB300_900x900_2625476_588d238b3828a3709635520bb57769f6/morning-after-dark-featuring-nelly-furtado-soshy-timbaland.jpg,8
703,\N,Ich + Ich,Pflaster,Music/MusicLoad/Ich___Ich--Pflaster.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/73/cover/09/1c/0000000000091c61/UMG_cvrart_00602527249490_01_RGB300_1200x1043_2589165_4d86d6d780bd6c618859f9267cda1a3d/pflaster-ich-ich.jpg,8
704,\N,Rihanna,Russian Roulette - Album Version,Music/MusicLoad/Rihanna--Russian_Roulette_-_Album_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/75/cover/09/3b/0000000000093bdc/UMG_cvrart_00602527268521_01_RGB300_1200x1200_2623011_3f1d1c0971d5fc6f4667353207496024/russian-roulette-rihanna.jpg,8
705,\N,Black Eyed Peas,Rock That Body - Album Version,Music/MusicLoad/Black_Eyed_Peas--Rock_That_Body_-_Album_Version.mp3,\N,http://b-static.musicload-shop.de/cov/m/75/76/cover/09/3d/0000000000093d85/UMG_cvrart_00602527261683_01_RGB300_1200x1200_2114377_ff6f97c821d1e3d73e4a24406c097911/the-e-n-d-the-energy-never-dies-black-eyed-peas.jpg,8
706,\N,Train,Hey, Soul Sister,Music/MusicLoad/Train--Hey__Soul_Sister.mp3,http://d-static.musicload-shop.de/cov/m/75/73/cover/08/fd/000000000008fd6d/00000000000011981484-300x300_72dpi_RGB_c2e18df58221e418721c8b24700e89f3/save-me-san-francisco-train.jpg,8
709,\N,Agnes,Release Me,Music/MusicLoad/Agnes--Release_Me.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/78/cover/08/93/0000000000089378/A10302B00009119768_cdb21c764d81eee04b21404598f9e7ee/release-me-agnes.jpg,8
710,\N,Calderone Inc.,This Is My Time (Club Edit),Music/MusicLoad/Calderone_Inc_--This_Is_My_Time__Club_Edit_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/87/c/b/uzdwr_wor5tdmg7bm2qwoz5xlmkawtju/this-is-my-time-calderone-inc.jpg,8
712,\N,Robbie Williams,Morning Sun,Music/MusicLoad/Robbie_Williams--Morning_Sun.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/102/c/0/v4ddr_azlpa2mbihntws2s2ezi6kaeem/morning-sun-robbie-williams.jpg,8
715,\N,OneRepublic,Secrets,Music/MusicLoad/OneRepublic--Secrets.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/73/cover/09/0f/0000000000090fb2/UMG_cvrart_00602527245706_01_RGB300_1200x1200_2592635_764b8b7c89f264f757c9775b9c8fa4b7/secrets-onerepublic.jpg,8
716,\N,Xavier Naidoo,Halte durch,Music/MusicLoad/Xavier_Naidoo--Halte_durch.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/27/c/c/vufca_z5q4ypfcjt2w6goxesgvmrgw5i/halte-durch-xavier-naidoo.jpg,8
719,\N,Lisa Mitchell,Neopolitan Dreams,Music/MusicLoad/Lisa_Mitchell--Neopolitan_Dreams.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/70/cover_up/18/e3/lisa-mitchell_629cea4546517db3f829de21a3c21338/neopolitan-dreams-lisa-mitchell.jpg,8
720,\N,Helping Haiti,Everybody Hurts,Music/MusicLoad/Helping_Haiti--Everybody_Hurts.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/4/c/5/vtck5_lm45osz7lmfdoclhki2wyyjumq/everybody-hurts-helping-haiti.jpg,8
721,\N,Silbermond,Krieger des Lichts - Single Version,Music/MusicLoad/Silbermond--Krieger_des_Lichts_-_Single_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/73/cover/09/0c/0000000000090c30/00000000000021401388-300x300_72dpi_RGB_70fe78b12b980251b1490f1327d061b4/krieger-des-lichts-silbermond.jpg,8
722,\N,Bryan Adams,One World One Flame,Music/MusicLoad/Bryan_Adams--One_World_One_Flame.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/27/c/f/vujhh_7jnjlfjnui7i3q7zo7kzf66wh4/one-world-one-flame-bryan-adams.jpg,8
723,\N,Alicia Keys,Try Sleeping With A Broken Heart,Music/MusicLoad/Alicia_Keys--Try_Sleeping_With_A_Broken_Heart.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/80/cover/09/9c/0000000000099c55/00000000000020597526-300x300_72dpi_RGB_ed9eff32f0e7655362f136e99c092a82/the-element-of-freedom-alicia-keys.jpg,8
724,\N,Jan Delay,Hoffnung,Music/MusicLoad/Jan_Delay--Hoffnung.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/73/cover/09/05/0000000000090579/UMG_cvrart_00602527232645_01_RGB300_1200x1200_2231109_3a4f9f2545f2115f0504b971279d8996/wir-kinder-vom-bahnhof-soul-jan-delay.jpg,8
725,\N,Lady GaGa,Bad Romance - Radio Edit,Music/MusicLoad/Lady_GaGa--Bad_Romance_-_Radio_Edit.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/23/c/a/vrvpw_ue4ens4khdplqsxto3padolzva/best-of-black-winter-party-various-artists.jpg,8
726,\N,P!nk,Bad Influence - Main Version,Music/MusicLoad/P_nk--Bad_Influence_-_Main_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/73/cover/09/1c/0000000000091c1a/00000000000021496774-300x300_72dpi_RGB_349741c7ac86304d2444042f6a60a404/funhouse-the-tour-edition-p-nk.jpg,8
708,\N,Gigi Dagostino,Moonlight Shadow,Music/MusicLoad/Gigi_D_agostino--Moonlight_Shadow.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/82/c/a/ubeoi_ufdex7yexlavhx2xk46q4twhn4/the-essential-gigi-d-agostino-gigi-d-agostino.jpg,4
711,\N,Sivana,Feels Like Im Dancin (Original Mix),Music/MusicLoad/Sivana--Feels_Like_I_m_Dancin__Original_Mix_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/84/c/a/unbdo_uqukdf6uwv3fhk76d33ajhy6ca/feels-like-i-m-dancin-sivana.jpg,4
713,\N,David Guetta - Akon,Sexy Bitch (Featuring Akon),Music/MusicLoad/David_Guetta_-_Akon--Sexy_Bitch__Featuring_Akon_explicit_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/67/cover/08/84/000000000008847c/5099968775957_1300x1300_300dpi_39c148c6d5817f97826166b4728dcafe/sexy-bitch-featuring-akon-explicit-david-guetta-akon.jpg,8
717,\N,Timbaland,If We Ever Meet Again - International Radio,Music/MusicLoad/Timbaland--If_We_Ever_Meet_Again_-_International_Radio_E_hellip_.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/23/c/1/vsd5d_dblt7ugmd4g33aoxmybibyvuzi/if-we-ever-meet-again-featuring-katy-perry-timbaland.jpg,8
727,\N,Xavier Naidoo mit Janet Grogan,Alles kann besser werde,Music/MusicLoad/Xavier_Naidoo_mit_Janet_Grogan--Alles_kann_besser_werde_hellip_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/73/cover/09/06/000000000009061b/4049267140315_1200_22145c6f4d24aa23f846d3bda8a7188e/alles-kann-besser-werden-album-version-xavier-naidoo-mit-janet-grogan.jpg,8
718,\N,Paul and Fritz Kalkbrenner,Sky And Sand,Music/MusicLoad/Paul__amp__Fritz_Kalkbrenner--Sky_And_Sand.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/71/cover/08/d9/000000000008d9fc/4047179399326_5f6da5a491e8e4b74695404063a3d028/big-city-beats-vol-11-various-artists.jpg,8
728,\N,Jurgen Drews,Ich bau dir ein Schloss - Wolken Mix,Music/MusicLoad/J_uuml_rgen_Drews--Ich_bau_dir_ein_Schloss_-_Wolken_Mix.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/89/c/0/vhtzh_aamtlnru75ag5iursrzput7hku/schlossallee-juergen-drews.jpg,8
714,\N,Jay-Z,Empire State Of Mind [Jay-Z + Alicia Keys],Music/MusicLoad/Jay-Z--Empire_State_Of_Mind__Jay-Z___Alicia_Keys___E_hellip_.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/78/cover/09/83/0000000000098366/075679979988_49cf76930185bcfe7f40d10c6429bf4f/empire-state-of-mind-jay-z-alicia-keys-jay-z.jpg,5
730,\N,Sportfreunde Stiller,Lass mich nie mehr los - Studio Version,Music/MusicLoad/Sportfreunde_Stiller--Lass_mich_nie_mehr_los_-_Studio_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/86/c/9/ut5xw_t4inpqlfoncggkc2ycmafcbw7u/lass-mich-nie-mehr-los-sportfreunde-stiller.jpg,8
731,\N,Wencke Myhre,Eingeliebt - ausgeliebt,Music/MusicLoad/Wencke_Myhre--Eingeliebt_-_ausgeliebt.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/56/c/5/vq72p_lhkju7h4z4kxeciae637za2hbi/eingeliebt-ausgeliebt-wencke-myhre.jpg,8
733,\N,Herbert Gr&ouml,nemeyer,Komm Zur Ruhr,Music/MusicLoad/Herbert_Gr_ouml_nemeyer--Komm_Zur_Ruhr.mp3,http://c-static.musicload-shop.de/cov/m/75/88/c/7/vb6yp_otlujiftc3v5jy7luxe7jefmfa/komm-zur-ruhr-herbert-groenemeyer.jpg,8
734,\N,Unheilig,Mein Stern,Music/MusicLoad/Unheilig--Mein_Stern.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/35/c/9/vu2hh_sewt6ypizocqtmxlpziej7i2u4/moderne-zeiten-unheilig.jpg,8
735,\N,Topmodelz,Time to Wonder (Club Mix),Music/MusicLoad/Topmodelz--Time_to_Wonder__Club_Mix_.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/19/c/3/vms3u_gcfbj7gmfl4gzy577pciijbupe/time-to-wonder-topmodelz.jpg,8
736,\N,Alexandra Burke,Hallelujah,Music/MusicLoad/Alexandra_Burke--Hallelujah.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/19/c/7/vnxtu_pplylqrqcjzqo76365brvl63vq/overcome-alexandra-burke.jpg,8
737,\N,Ich + Ich,Einer von Zweien - Radio Version,Music/MusicLoad/Ich___Ich--Einer_von_Zweien_-_Radio_Version.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/46/c/3/vweyf_hd7pd73e47ltpdarusfpx5hbai/einer-von-zweien-ich-ich.jpg,8
739,\N,David Guetta - Estelle,One Love (Featuring Estelle),Music/MusicLoad/David_Guetta_-_Estelle--One_Love__Featuring_Estelle_.mp3,\N,http://d-static.musicload-shop.de/cov/m/75/68/cover/08/99/00000000000899f3/5099968693558_1300x1300_300dpi_5fc340091d67943cba36d7cd69a2121f/one-love-david-guetta.jpg,8
740,\N,Fady Maalouf,Into The Light,Music/MusicLoad/Fady_Maalouf--Into_The_Light.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/46/c/d/vwigt_2lpb7toqqahfj7zikz646yfaeu/into-the-light-fady-maalouf.jpg,8
741,\N,Ke$ha featuring 3OH!3,Blah Blah Blah,Music/MusicLoad/Ke_ha_featuring_3OH_3--Blah_Blah_Blah.mp3,\N,http://c-static.musicload-shop.de/cov/m/75/85/c/c/uniiv_z4jrmc45fy6isavomvvqrpwfme/animal-ke-ha.jpg,8
743,\N,Avril Lavigne,Alice,Music/MusicLoad/Avril_Lavigne--Alice.mp3,\N,http://a-static.musicload-shop.de/cov/m/75/90/c/4/v3ckr_in2q4wwoxkizkkrcps6dsfvzpu/alice-various.jpg,8
